id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p01253,2018,911,94000,Fair,50000,42500,yes,"[""project/data/images/p01253_image_1.jpg"", ""project/data/images/p01253_image_2.jpg"", ""project/data/images/p01253_image_3.jpg"", ""project/data/images/p01253_image_4.jpg"", ""project/data/images/p01253_image_5.jpg"", ""project/data/images/p01253_image_6.jpg"", ""project/data/images/p01253_image_7.jpg"", ""project/data/images/p01253_image_8.jpg"", ""project/data/images/p01253_image_9.jpg"", ""project/data/images/p01253_image_10.jpg"", ""project/data/images/p01253_image_11.jpg"", ""project/data/images/p01253_image_12.jpg""]",project/data/descriptions/p01253_seller_description.txt,https://bringatrailer.com/listing/2018-porsche-panamera-turbo-15/
p01254,2016,911,51000,Fair,28250,37100,no,"[""project/data/images/p01254_image_1.jpg"", ""project/data/images/p01254_image_2.jpg"", ""project/data/images/p01254_image_3.jpg"", ""project/data/images/p01254_image_4.jpg"", ""project/data/images/p01254_image_5.jpg"", ""project/data/images/p01254_image_6.jpg"", ""project/data/images/p01254_image_7.jpg"", ""project/data/images/p01254_image_8.jpg"", ""project/data/images/p01254_image_9.jpg"", ""project/data/images/p01254_image_10.jpg"", ""project/data/images/p01254_image_11.jpg"", ""project/data/images/p01254_image_12.jpg""]",project/data/descriptions/p01254_seller_description.txt,https://bringatrailer.com/listing/2016-porsche-macan-turbo-18/
p01255,1988,911,105000,Fair,59000,64500,no,"[""project/data/images/p01255_image_1.jpg"", ""project/data/images/p01255_image_2.jpg"", ""project/data/images/p01255_image_3.jpg"", ""project/data/images/p01255_image_4.jpg"", ""project/data/images/p01255_image_5.jpg"", ""project/data/images/p01255_image_6.jpg"", ""project/data/images/p01255_image_7.jpg"", ""project/data/images/p01255_image_8.jpg"", ""project/data/images/p01255_image_9.jpg"", ""project/data/images/p01255_image_10.jpg"", ""project/data/images/p01255_image_11.jpg"", ""project/data/images/p01255_image_12.jpg""]",project/data/descriptions/p01255_seller_description.txt,https://bringatrailer.com/listing/1988-porsche-911-carrera-cabriolet-98/
p01256,1997,Boxster,43000,Fair,15550,17750,no,"[""project/data/images/p01256_image_1.jpg"", ""project/data/images/p01256_image_2.jpg"", ""project/data/images/p01256_image_3.jpg"", ""project/data/images/p01256_image_4.jpg"", ""project/data/images/p01256_image_5.jpg"", ""project/data/images/p01256_image_6.jpg"", ""project/data/images/p01256_image_7.jpg"", ""project/data/images/p01256_image_8.jpg"", ""project/data/images/p01256_image_9.jpg"", ""project/data/images/p01256_image_10.jpg"", ""project/data/images/p01256_image_11.jpg"", ""project/data/images/p01256_image_12.jpg""]",project/data/descriptions/p01256_seller_description.txt,https://bringatrailer.com/listing/1997-porsche-boxster-140/
p01257,2008,911,13000,Fair,136000,138000,no,"[""project/data/images/p01257_image_1.jpg"", ""project/data/images/p01257_image_2.jpg"", ""project/data/images/p01257_image_3.jpg"", ""project/data/images/p01257_image_4.jpg"", ""project/data/images/p01257_image_5.jpg"", ""project/data/images/p01257_image_6.jpg"", ""project/data/images/p01257_image_7.jpg"", ""project/data/images/p01257_image_8.jpg"", ""project/data/images/p01257_image_9.jpg"", ""project/data/images/p01257_image_10.jpg"", ""project/data/images/p01257_image_11.jpg"", ""project/data/images/p01257_image_12.jpg""]",project/data/descriptions/p01257_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-911-turbo-coupe-71/
p01258,1975,911,1900,Fair,215000,27000,yes,"[""project/data/images/p01258_image_1.jpg"", ""project/data/images/p01258_image_2.jpg"", ""project/data/images/p01258_image_3.jpg"", ""project/data/images/p01258_image_4.jpg"", ""project/data/images/p01258_image_5.jpg"", ""project/data/images/p01258_image_6.jpg"", ""project/data/images/p01258_image_7.jpg"", ""project/data/images/p01258_image_8.jpg"", ""project/data/images/p01258_image_9.jpg"", ""project/data/images/p01258_image_10.jpg"", ""project/data/images/p01258_image_11.jpg"", ""project/data/images/p01258_image_12.jpg""]",project/data/descriptions/p01258_seller_description.txt,https://bringatrailer.com/listing/1975-porsche-911s-coupe-28/
p01259,2006,Cayman,44000,Fair,30500,33160,no,"[""project/data/images/p01259_image_1.jpg"", ""project/data/images/p01259_image_2.jpg"", ""project/data/images/p01259_image_3.jpg"", ""project/data/images/p01259_image_4.jpg"", ""project/data/images/p01259_image_5.jpg"", ""project/data/images/p01259_image_6.jpg"", ""project/data/images/p01259_image_7.jpg"", ""project/data/images/p01259_image_8.jpg"", ""project/data/images/p01259_image_9.jpg"", ""project/data/images/p01259_image_10.jpg"", ""project/data/images/p01259_image_11.jpg"", ""project/data/images/p01259_image_12.jpg""]",project/data/descriptions/p01259_seller_description.txt,https://bringatrailer.com/listing/2006-porsche-cayman-s-262/
p01260,2008,Boxster,90000,Fair,32000,27250,yes,"[""project/data/images/p01260_image_1.jpg"", ""project/data/images/p01260_image_2.jpg"", ""project/data/images/p01260_image_3.jpg"", ""project/data/images/p01260_image_4.jpg"", ""project/data/images/p01260_image_5.jpg"", ""project/data/images/p01260_image_6.jpg"", ""project/data/images/p01260_image_7.jpg"", ""project/data/images/p01260_image_8.jpg"", ""project/data/images/p01260_image_9.jpg"", ""project/data/images/p01260_image_10.jpg"", ""project/data/images/p01260_image_11.jpg"", ""project/data/images/p01260_image_12.jpg""]",project/data/descriptions/p01260_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-cayenne-gts-15-2/
p01261,2023,Cayman,1300,Fair,225666,131000,yes,"[""project/data/images/p01261_image_1.jpg"", ""project/data/images/p01261_image_2.jpg"", ""project/data/images/p01261_image_3.jpg"", ""project/data/images/p01261_image_4.jpg"", ""project/data/images/p01261_image_5.jpg"", ""project/data/images/p01261_image_6.jpg"", ""project/data/images/p01261_image_7.jpg"", ""project/data/images/p01261_image_8.jpg"", ""project/data/images/p01261_image_9.jpg"", ""project/data/images/p01261_image_10.jpg"", ""project/data/images/p01261_image_11.jpg"", ""project/data/images/p01261_image_12.jpg""]",project/data/descriptions/p01261_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-718-cayman-gt4-rs-61/
p01262,2013,911,110000,Fair,29000,34300,no,"[""project/data/images/p01262_image_1.jpg"", ""project/data/images/p01262_image_2.jpg"", ""project/data/images/p01262_image_3.jpg"", ""project/data/images/p01262_image_4.jpg"", ""project/data/images/p01262_image_5.jpg"", ""project/data/images/p01262_image_6.jpg"", ""project/data/images/p01262_image_7.jpg"", ""project/data/images/p01262_image_8.jpg"", ""project/data/images/p01262_image_9.jpg"", ""project/data/images/p01262_image_10.jpg"", ""project/data/images/p01262_image_11.jpg"", ""project/data/images/p01262_image_12.jpg""]",project/data/descriptions/p01262_seller_description.txt,https://bringatrailer.com/listing/2013-porsche-cayenne-diesel-120/
p01263,1970,914,55000,Fair,48900,95000,no,"[""project/data/images/p01263_image_1.jpg"", ""project/data/images/p01263_image_2.jpg"", ""project/data/images/p01263_image_3.jpg"", ""project/data/images/p01263_image_4.jpg"", ""project/data/images/p01263_image_5.jpg"", ""project/data/images/p01263_image_6.jpg"", ""project/data/images/p01263_image_7.jpg"", ""project/data/images/p01263_image_8.jpg"", ""project/data/images/p01263_image_9.jpg"", ""project/data/images/p01263_image_10.jpg"", ""project/data/images/p01263_image_11.jpg"", ""project/data/images/p01263_image_12.jpg""]",project/data/descriptions/p01263_seller_description.txt,https://bringatrailer.com/listing/1970-porsche-914-6-109/
p01264,,993,25,Fair,14000,,no,,project/data/descriptions/p01264_seller_description.txt,https://bringatrailer.com/listing/speedline-for-porsche-4/
p01265,1987,944,63000,Fair,11500,24000,no,"[""project/data/images/p01265_image_1.jpg"", ""project/data/images/p01265_image_2.jpg"", ""project/data/images/p01265_image_3.jpg"", ""project/data/images/p01265_image_4.jpg"", ""project/data/images/p01265_image_5.jpg"", ""project/data/images/p01265_image_6.jpg"", ""project/data/images/p01265_image_7.jpg"", ""project/data/images/p01265_image_8.jpg"", ""project/data/images/p01265_image_9.jpg"", ""project/data/images/p01265_image_10.jpg"", ""project/data/images/p01265_image_11.jpg"", ""project/data/images/p01265_image_12.jpg""]",project/data/descriptions/p01265_seller_description.txt,https://bringatrailer.com/listing/1987-porsche-944s-65/
p01266,2001,911,56000,Fair,40000,32000,yes,"[""project/data/images/p01266_image_1.jpg"", ""project/data/images/p01266_image_2.jpg"", ""project/data/images/p01266_image_3.jpg"", ""project/data/images/p01266_image_4.jpg"", ""project/data/images/p01266_image_5.jpg"", ""project/data/images/p01266_image_6.jpg"", ""project/data/images/p01266_image_7.jpg"", ""project/data/images/p01266_image_8.jpg"", ""project/data/images/p01266_image_9.jpg"", ""project/data/images/p01266_image_10.jpg"", ""project/data/images/p01266_image_11.jpg"", ""project/data/images/p01266_image_12.jpg""]",project/data/descriptions/p01266_seller_description.txt,https://bringatrailer.com/listing/2001-porsche-911-carrera-4-cabriolet-62/
p01267,2012,911,45000,Fair,61500,64500,no,"[""project/data/images/p01267_image_1.jpg"", ""project/data/images/p01267_image_2.jpg"", ""project/data/images/p01267_image_3.jpg"", ""project/data/images/p01267_image_4.jpg"", ""project/data/images/p01267_image_5.jpg"", ""project/data/images/p01267_image_6.jpg"", ""project/data/images/p01267_image_7.jpg"", ""project/data/images/p01267_image_8.jpg"", ""project/data/images/p01267_image_9.jpg"", ""project/data/images/p01267_image_10.jpg"", ""project/data/images/p01267_image_11.jpg"", ""project/data/images/p01267_image_12.jpg""]",project/data/descriptions/p01267_seller_description.txt,https://bringatrailer.com/listing/2012-porsche-911-991-carrera-s-coupe-37/
p01268,2009,911,34000,Fair,50500,61000,no,"[""project/data/images/p01268_image_1.jpg"", ""project/data/images/p01268_image_2.jpg"", ""project/data/images/p01268_image_3.jpg"", ""project/data/images/p01268_image_4.jpg"", ""project/data/images/p01268_image_5.jpg"", ""project/data/images/p01268_image_6.jpg"", ""project/data/images/p01268_image_7.jpg"", ""project/data/images/p01268_image_8.jpg"", ""project/data/images/p01268_image_9.jpg"", ""project/data/images/p01268_image_10.jpg"", ""project/data/images/p01268_image_11.jpg"", ""project/data/images/p01268_image_12.jpg""]",project/data/descriptions/p01268_seller_description.txt,https://bringatrailer.com/listing/2009-porsche-911-carrera-s-cabriolet-68/
p01269,2015,918,2900,Excellent,3075000,779225,yes,"[""project/data/images/p01269_image_1.jpg"", ""project/data/images/p01269_image_2.jpg"", ""project/data/images/p01269_image_3.jpg"", ""project/data/images/p01269_image_4.jpg"", ""project/data/images/p01269_image_5.jpg"", ""project/data/images/p01269_image_6.jpg"", ""project/data/images/p01269_image_7.jpg"", ""project/data/images/p01269_image_8.jpg"", ""project/data/images/p01269_image_9.jpg"", ""project/data/images/p01269_image_10.jpg"", ""project/data/images/p01269_image_11.jpg"", ""project/data/images/p01269_image_12.jpg""]",project/data/descriptions/p01269_seller_description.txt,https://bringatrailer.com/listing/2015-porsche-918-spyder-20/
p01270,2009,Cayman,8000,Fair,42500,48500,no,"[""project/data/images/p01270_image_1.jpg"", ""project/data/images/p01270_image_2.jpg"", ""project/data/images/p01270_image_3.jpg"", ""project/data/images/p01270_image_4.jpg"", ""project/data/images/p01270_image_5.jpg"", ""project/data/images/p01270_image_6.jpg"", ""project/data/images/p01270_image_7.jpg"", ""project/data/images/p01270_image_8.jpg"", ""project/data/images/p01270_image_9.jpg"", ""project/data/images/p01270_image_10.jpg"", ""project/data/images/p01270_image_11.jpg"", ""project/data/images/p01270_image_12.jpg""]",project/data/descriptions/p01270_seller_description.txt,https://bringatrailer.com/listing/2009-porsche-cayman-42/
p01271,1996,911,107000,Fair,151000,81993,yes,"[""project/data/images/p01271_image_1.jpg"", ""project/data/images/p01271_image_2.jpg"", ""project/data/images/p01271_image_3.jpg"", ""project/data/images/p01271_image_4.jpg"", ""project/data/images/p01271_image_5.jpg"", ""project/data/images/p01271_image_6.jpg"", ""project/data/images/p01271_image_7.jpg"", ""project/data/images/p01271_image_8.jpg"", ""project/data/images/p01271_image_9.jpg"", ""project/data/images/p01271_image_10.jpg"", ""project/data/images/p01271_image_11.jpg"", ""project/data/images/p01271_image_12.jpg""]",project/data/descriptions/p01271_seller_description.txt,https://bringatrailer.com/listing/1996-porsche-911-turbo-188/
p01272,,996,25,Fair,1500,,no,,project/data/descriptions/p01272_seller_description.txt,https://bringatrailer.com/listing/euro-porsche-996-gt3-recaro/
p01273,2006,Boxster,85000,Fair,17250,18750,no,"[""project/data/images/p01273_image_1.jpg"", ""project/data/images/p01273_image_2.jpg"", ""project/data/images/p01273_image_3.jpg"", ""project/data/images/p01273_image_4.jpg"", ""project/data/images/p01273_image_5.jpg"", ""project/data/images/p01273_image_6.jpg"", ""project/data/images/p01273_image_7.jpg"", ""project/data/images/p01273_image_8.jpg"", ""project/data/images/p01273_image_9.jpg"", ""project/data/images/p01273_image_10.jpg"", ""project/data/images/p01273_image_11.jpg"", ""project/data/images/p01273_image_12.jpg""]",project/data/descriptions/p01273_seller_description.txt,https://bringatrailer.com/listing/2006-porsche-boxster-s-60/
p01274,2008,911,36000,Fair,55777,86000,no,"[""project/data/images/p01274_image_1.jpg"", ""project/data/images/p01274_image_2.jpg"", ""project/data/images/p01274_image_3.jpg"", ""project/data/images/p01274_image_4.jpg"", ""project/data/images/p01274_image_5.jpg"", ""project/data/images/p01274_image_6.jpg"", ""project/data/images/p01274_image_7.jpg"", ""project/data/images/p01274_image_8.jpg"", ""project/data/images/p01274_image_9.jpg"", ""project/data/images/p01274_image_10.jpg"", ""project/data/images/p01274_image_11.jpg"", ""project/data/images/p01274_image_12.jpg""]",project/data/descriptions/p01274_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-911-carrera-s-cabriolet-63/
p01275,1959,959,25,Fair,26500,18055,yes,"[""project/data/images/p01275_image_1.jpg"", ""project/data/images/p01275_image_2.jpg"", ""project/data/images/p01275_image_3.jpg"", ""project/data/images/p01275_image_4.jpg"", ""project/data/images/p01275_image_5.jpg"", ""project/data/images/p01275_image_6.jpg"", ""project/data/images/p01275_image_7.jpg"", ""project/data/images/p01275_image_8.jpg"", ""project/data/images/p01275_image_9.jpg"", ""project/data/images/p01275_image_10.jpg"", ""project/data/images/p01275_image_11.jpg"", ""project/data/images/p01275_image_12.jpg""]",project/data/descriptions/p01275_seller_description.txt,https://bringatrailer.com/listing/1959-porsche-junior-108l-tractor-5/
p01276,2002,Boxster,49000,Fair,14000,16790,no,"[""project/data/images/p01276_image_1.jpg"", ""project/data/images/p01276_image_2.jpg"", ""project/data/images/p01276_image_3.jpg"", ""project/data/images/p01276_image_4.jpg"", ""project/data/images/p01276_image_5.jpg"", ""project/data/images/p01276_image_6.jpg"", ""project/data/images/p01276_image_7.jpg"", ""project/data/images/p01276_image_8.jpg"", ""project/data/images/p01276_image_9.jpg"", ""project/data/images/p01276_image_10.jpg"", ""project/data/images/p01276_image_11.jpg"", ""project/data/images/p01276_image_12.jpg""]",project/data/descriptions/p01276_seller_description.txt,https://bringatrailer.com/listing/2002-porsche-boxster-s-166/
p01277,1956,956,653,Excellent,500000,27250,yes,"[""project/data/images/p01277_image_1.jpg"", ""project/data/images/p01277_image_2.jpg"", ""project/data/images/p01277_image_3.jpg"", ""project/data/images/p01277_image_4.jpg"", ""project/data/images/p01277_image_5.jpg"", ""project/data/images/p01277_image_6.jpg"", ""project/data/images/p01277_image_7.jpg"", ""project/data/images/p01277_image_8.jpg"", ""project/data/images/p01277_image_9.jpg"", ""project/data/images/p01277_image_10.jpg"", ""project/data/images/p01277_image_11.jpg"", ""project/data/images/p01277_image_12.jpg""]",project/data/descriptions/p01277_seller_description.txt,https://bringatrailer.com/listing/1956-porsche-356-speedster-emory-outlaw-polo-engine/
